Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"QX","07/22/2022","2584","N642QX","BOI","15:45","15:55","230","260","10","16:20","25","10","0","30","0","0"
"QX","07/23/2021","2200","N637QX","BOI","16:15","16:08","240","217","-7","16:23","15","0","0","0","0","0"
"QX","07/23/2022","2584","N636QX","BOI","15:45","17:12","230","230","87","17:29","17","0","10","0","0","77"
"QX","07/24/2021","2200","N645QX","BOI","16:15","17:38","240","222","83","17:53","15","0","65","0","0","0"
"QX","07/24/2022","2584","N638QX","BOI","15:45","15:45","230","249","0","16:12","27","0","0","19","0","0"
"QX","07/25/2021","2200","N641QX","BOI","16:15","16:32","240","219","17","16:45","13","0","0","0","0","0"
"QX","07/25/2022","2584","N634QX","BOI","15:45","15:43","230","231","-2","16:00","17","0","0","0","0","0"
"QX","07/26/2021","2200","N637QX","BOI","16:15","16:28","240","217","13","16:46","18","0","0","0","0","0"
"QX","07/26/2022","2584","N643QX","BOI","15:45","15:42","230","234","-3","15:57","15","0","0","0","0","0"
"QX","07/27/2021","2200","N636QX","BOI","16:15","16:14","240","220","-1","16:40","26","0","0","0","0","0"
"QX","07/27/2022","2584","N635QX","BOI","15:45","18:04","230","233","139","18:20","16","5","0","3","0","134"
"QX","07/28/2021","2200","N622QX","BOI","16:15","16:13","240","237","-2","16:33","20","0","0","0","0","0"
"QX","07/28/2022","2584","N642QX","BOI","15:45","15:39","230","232","-6","15:59","20","0","0","0","0","0"
"QX","07/29/2021","2200","N630QX","BOI","16:15","17:06","240","220","51","17:26","20","31","0","0","0","0"
"QX","07/29/2022","2584","N622QX","BOI","15:45","15:41","230","228","-4","15:53","12","0","0","0","0","0"
"QX","07/30/2021","2200","N637QX","BOI","16:15","16:33","240","217","18","16:49","16","0","0","0","0","0"
"QX","07/30/2022","2584","N648QX","BOI","15:45","16:11","230","216","26","16:36","25","0","0","0","0","0"
"QX","07/31/2021","2200","N637QX","BOI","16:15","16:10","240","231","-5","16:25","15","0","0","0","0","0"
"QX","07/31/2022","2584","N625QX","BOI","15:45","15:44","230","223","-1","16:03","19","0","0","0","0","0"
"QX","08/01/2021","2200","N651QX","BOI","16:15","16:23","240","212","8","16:38","15","0","0","0","0","0"
"QX","08/01/2022","2584","N625QX","BOI","15:50","15:50","230","232","0","16:18","28","0","0","0","0","0"
"QX","08/02/2021","2200","N620QX","BOI","16:15","16:18","240","212","3","16:36","18","0","0","0","0","0"
"QX","08/02/2022","2584","N625QX","BOI","15:50","15:48","230","222","-2","16:05","17","0","0","0","0","0"
"QX","08/03/2021","2200","N635QX","BOI","16:15","16:26","240","223","11","16:50","24","0","0","0","0","0"
"QX","08/03/2022","2584","N648QX","BOI","15:50","18:18","230","219","148","18:30","12","0","0","0","0","137"
"QX","08/04/2021","2200","N643QX","BOI","16:15","16:15","240","226","0","16:42","27","0","0","0","0","0"
"QX","08/04/2022","2584","N643QX","BOI","15:50","15:45","230","244","-5","16:16","31","0","0","0","0","0"
"QX","08/05/2021","2200","N636QX","BOI","16:15","16:07","240","227","-8","16:23","16","0","0","0","0","0"
"QX","08/05/2022","2584","N627QX","BOI","15:50","16:54","230","228","64","17:15","21","0","0","0","0","62"
"QX","08/06/2021","2200","N650QX","BOI","16:15","16:21","240","235","6","16:55","34","0","0","0","0","0"
"QX","08/06/2022","2584","N645QX","BOI","15:50","15:49","230","232","-1","16:26","37","0","0","0","0","0"
"QX","08/07/2021","2200","N644QX","BOI","16:15","16:31","240","209","16","16:44","13","0","0","0","0","0"
"QX","08/07/2022","2584","N627QX","BOI","15:50","18:40","230","213","170","18:55","15","28","0","0","0","125"
"QX","08/08/2021","2200","N625QX","BOI","16:15","16:09","240","246","-6","16:55","46","0","0","0","0","0"
"QX","08/08/2022","2584","N645QX","BOI","15:50","17:11","230","241","81","17:52","41","8","0","11","0","73"
"QX","08/09/2021","2200","N634QX","BOI","16:15","00:00","240","0","0","00:00","0","0","0","0","0","0"
"QX","08/09/2022","2584","N634QX","BOI","15:50","15:49","230","206","-1","16:02","13","0","0","0","0","0"
"QX","08/10/2021","2200","N623QX","BOI","16:15","17:23","240","250","68","17:50","27","0","0","10","0","68"
"QX","08/10/2022","2584","N641QX","BOI","15:50","15:46","230","216","-4","16:05","19","0","0","0","0","0"
"QX","08/11/2021","2200","N626QX","BOI","16:15","17:06","240","213","51","17:22","16","0","0","0","0","24"
"QX","08/11/2022","2584","N650QX","BOI","15:50","15:46","230","225","-4","16:15","29","0","0","0","0","0"
"QX","08/12/2021","2200","N638QX","BOI","16:15","16:26","240","232","11","16:57","31","0","0","0","0","0"
"QX","08/12/2022","2584","N628QX","BOI","15:50","15:49","230","209","-1","16:03","14","0","0","0","0","0"
"QX","08/13/2021","2200","N642QX","BOI","16:15","16:23","240","230","8","16:51","28","0","0","0","0","0"
"QX","08/13/2022","2584","N623QX","BOI","15:50","16:04","230","222","14","16:25","21","0","0","0","0","0"
"QX","08/14/2021","2200","N651QX","BOI","16:15","17:26","240","207","71","17:41","15","38","0","0","0","0"
"QX","08/14/2022","2584","N626QX","BOI","15:50","15:48","230","216","-2","16:03","15","0","0","0","0","0"
"QX","08/15/2021","2200","N641QX","BOI","16:15","18:22","240","208","127","18:46","24","0","0","0","0","95"
"QX","08/15/2022","2584","N623QX","BOI","15:50","16:45","230","222","55","17:08","23","47","0","0","0","0"
"QX","08/16/2021","2200","N630QX","BOI","16:15","17:37","240","210","82","17:57","20","0","0","0","0","52"
"QX","08/16/2022","2584","N638QX","BOI","15:50","15:49","230","230","-1","16:08","19","0","0","0","0","0"
"QX","08/17/2021","2200","N625QX","BOI","16:15","16:16","245","215","1","16:36","20","0","0","0","0","0"
"QX","08/17/2022","2584","N644QX","BOI","15:50","15:45","230","217","-5","16:01","16","0","0","0","0","0"
"QX","08/18/2021","2200","N623QX","BOI","16:15","00:00","245","0","0","00:00","0","0","0","0","0","0"
"QX","08/18/2022","2584","N635QX","BOI","15:50","15:52","230","218","2","16:16","24","0","0","0","0","0"
"QX","08/19/2021","2200","N641QX","BOI","16:15","16:12","245","218","-3","16:35","23","0","0","0","0","0"
"QX","08/19/2022","2584","N637QX","BOI","15:50","15:51","230","206","1","16:08","17","0","0","0","0","0"
"QX","08/20/2021","2200","N647QX","BOI","16:15","16:05","245","215","-10","16:22","17","0","0","0","0","0"
"QX","08/20/2022","2584","N625QX","BOI","15:50","16:29","230","208","39","16:45","16","0","0","0","0","17"
"QX","08/21/2021","2200","N645QX","BOI","16:15","16:33","245","304","18","18:02","89","0","0","59","0","18"
"QX","08/21/2022","2584","N625QX","BOI","15:50","15:48","230","209","-2","16:08","20","0","0","0","0","0"
"QX","08/22/2021","2200","N624QX","BOI","16:15","16:19","245","235","4","16:37","18","0","0","0","0","0"
"QX","08/22/2022","2584","N625QX","BOI","15:50","15:53","230","207","3","16:08","15","0","0","0","0","0"
"QX","08/23/2021","2200","N637QX","BOI","16:15","16:09","245","219","-6","16:22","13","0","0","0","0","0"
"QX","08/23/2022","2584","N642QX","BOI","15:50","15:49","230","223","-1","16:10","21","0","0","0","0","0"
"QX","08/24/2021","2200","N639QX","BOI","16:15","16:10","245","256","-5","16:56","46","0","0","0","0","0"
"QX","08/24/2022","2584","N625QX","BOI","15:50","15:47","230","222","-3","16:08","21","0","0","0","0","0"
"QX","08/25/2021","2200","N636QX","BOI","16:15","16:11","245","243","-4","16:43","32","0","0","0","0","0"
"QX","08/25/2022","2584","N625QX","BOI","15:50","15:47","230","220","-3","16:06","19","0","0","0","0","0"
"QX","08/26/2021","2200","N639QX","BOI","16:15","16:07","245","243","-8","16:39","32","0","0","0","0","0"
"QX","08/26/2022","2584","N637QX","BOI","15:50","16:00","230","225","10","16:18","18","0","0","0","0","0"
"QX","08/27/2021","2200","N631QX","BOI","16:15","16:12","245","209","-3","16:26","14","0","0","0","0","0"
"QX","08/27/2022","2584","N637QX","BOI","15:50","15:42","230","227","-8","16:06","24","0","0","0","0","0"
"QX","08/28/2021","2200","N622QX","BOI","16:15","16:20","245","229","5","16:45","25","0","0","0","0","0"
"QX","08/28/2022","2584","N645QX","BOI","15:50","15:46","230","231","-4","16:15","29","0","0","0","0","0"
"QX","08/29/2021","2200","N630QX","BOI","16:15","17:00","245","222","45","17:17","17","22","0","0","0","0"
"QX","08/29/2022","2584","N630QX","BOI","15:50","15:45","230","213","-5","16:01","16","0","0","0","0","0"
"QX","08/30/2021","2200","N647QX","BOI","16:15","16:39","245","223","24","16:53","14","0","0","0","0","0"
"QX","08/30/2022","2584","N630QX","BOI","15:50","15:48","230","214","-2","16:02","14","0","0","0","0","0"
"QX","08/31/2021","2200","N629QX","BOI","16:15","16:09","245","227","-6","16:28","19","0","0","0","0","0"
"QX","08/31/2022","2584","N651QX","BOI","15:50","15:52","230","218","2","16:11","19","0","0","0","0","0"
"QX","09/01/2021","2200","N642QX","BOI","16:15","16:07","245","230","-8","16:26","19","0","0","0","0","0"
"QX","09/01/2022","2584","N651QX","BOI","15:50","17:52","226","210","122","18:05","13","0","0","0","0","106"
"QX","09/02/2021","2200","N639QX","BOI","16:15","16:08","245","235","-7","16:31","23","0","0","0","0","0"
"QX","09/02/2022","2584","N648QX","BOI","15:50","15:48","226","207","-2","16:00","12","0","0","0","0","0"
"QX","09/03/2021","2200","N625QX","BOI","16:15","16:11","245","241","-4","16:31","20","0","0","0","0","0"
"QX","09/03/2022","2584","N648QX","BOI","15:50","15:57","226","228","7","16:37","40","0","0","0","0","0"
"QX","09/04/2021","2200","N649QX","BOI","16:15","16:06","245","240","-9","16:29","23","0","0","0","0","0"
"QX","09/04/2022","2584","N648QX","BOI","15:50","15:48","226","207","-2","16:04","16","0","0","0","0","0"
"QX","09/05/2021","2200","N627QX","BOI","16:15","16:11","245","224","-4","16:35","24","0","0","0","0","0"
"QX","09/05/2022","2584","N650QX","BOI","15:50","15:47","226","212","-3","16:06","19","0","0","0","0","0"
"QX","09/06/2021","2200","N639QX","BOI","16:15","16:11","245","220","-4","16:29","18","0","0","0","0","0"
"QX","09/06/2022","2584","N650QX","BOI","15:50","15:56","226","221","6","16:27","31","0","0","0","0","0"
"QX","09/07/2021","2200","N633QX","BOI","16:15","17:14","245","253","59","17:52","38","0","0","8","0","59"
"QX","09/07/2022","2584","N639QX","BOI","16:00","15:58","235","218","-2","16:19","21","0","0","0","0","0"
"QX","09/08/2021","2200","N626QX","BOI","15:55","15:52","245","236","-3","16:12","20","0","0","0","0","0"
"QX","09/08/2022","2584","N623QX","BOI","16:00","15:55","235","246","-5","16:16","21","0","0","0","0","0"
"QX","09/09/2021","2200","N635QX","BOI","15:55","15:52","245","229","-3","16:14","22","0","0","0","0","0"
"QX","09/09/2022","2584","N629QX","BOI","16:00","15:58","235","221","-2","16:14","16","0","0","0","0","0"
"QX","09/10/2021","2200","N635QX","BOI","15:55","15:47","245","239","-8","16:17","30","0","0","0","0","0"
"QX","09/11/2021","2200","N629QX","BOI","15:55","15:46","245","234","-9","16:12","26","0","0","0","0","0"
"QX","09/11/2022","2584","N622QX","BOI","16:00","16:28","235","218","28","16:57","29","0","0","0","0","0"
"QX","09/12/2021","2200","N624QX","BOI","15:55","16:54","245","239","59","17:13","19","53","0","0","0","0"
"QX","09/12/2022","2584","N646QX","BOI","16:00","16:49","235","207","49","17:01","12","0","0","0","0","21"
"QX","09/13/2021","2200","N644QX","BOI","15:55","16:08","245","251","13","16:41","33","13","0","6","0","0"
"QX","09/13/2022","2584","N646QX","BOI","16:00","16:07","235","227","7","16:37","30","0","0","0","0","0"
"QX","09/14/2021","2200","N643QX","BOI","15:55","15:52","245","231","-3","16:13","21","0","0","0","0","0"
"QX","09/14/2022","2584","N645QX","BOI","16:00","15:59","235","212","-1","16:16","17","0","0","0","0","0"
"QX","09/15/2021","2200","N649QX","BOI","15:55","15:51","245","249","-4","16:13","22","0","0","0","0","0"
"QX","09/15/2022","2584","N626QX","BOI","16:00","15:59","235","226","-1","16:29","30","0","0","0","0","0"
"QX","09/16/2021","2200","N623QX","BOI","15:55","15:48","245","260","-7","16:18","30","0","0","0","0","0"
"QX","09/16/2022","2584","N649QX","BOI","16:00","15:57","235","226","-3","16:22","25","0","0","0","0","0"
"QX","09/17/2021","2200","N643QX","BOI","15:55","15:45","245","236","-10","16:12","27","0","0","0","0","0"
"QX","09/18/2021","2200","N648QX","BOI","15:55","15:53","245","225","-2","16:14","21","0","0","0","0","0"
"QX","09/18/2022","2584","N627QX","BOI","16:00","16:03","235","251","3","16:34","31","0","0","19","0","0"
"QX","09/19/2021","2200","N648QX","BOI","15:55","15:51","245","231","-4","16:11","20","0","0","0","0","0"
"QX","09/19/2022","2584","N650QX","BOI","16:00","16:12","235","229","12","16:32","20","0","0","0","0","0"
"QX","09/20/2021","2200","N644QX","BOI","15:55","15:50","245","258","-5","16:25","35","0","0","0","0","0"
"QX","09/20/2022","2584","N647QX","BOI","16:00","15:59","235","269","-1","16:42","43","0","0","33","0","0"
"QX","09/21/2021","2200","N637QX","BOI","15:55","15:56","245","237","1","16:23","27","0","0","0","0","0"
"QX","09/21/2022","2584","N631QX","BOI","16:00","16:03","235","255","3","16:27","24","0","0","23","0","0"
"QX","09/22/2021","2200","N645QX","BOI","15:55","15:48","245","237","-7","16:16","28","0","0","0","0","0"
"QX","09/22/2022","2584","N631QX","BOI","16:00","16:34","235","236","34","16:54","20","3","0","1","0","31"
"QX","09/23/2021","2200","N632QX","BOI","15:55","15:48","245","220","-7","16:05","17","0","0","0","0","0"
"QX","09/23/2022","2584","N629QX","BOI","16:00","15:58","235","236","-2","16:16","18","0","0","0","0","0"
"QX","09/24/2021","2200","N635QX","BOI","15:55","15:43","245","218","-12","15:57","14","0","0","0","0","0"
"QX","09/25/2021","2200","N630QX","BOI","15:55","15:45","245","223","-10","16:02","17","0","0","0","0","0"
"QX","09/25/2022","2584","N650QX","BOI","16:00","15:57","235","244","-3","16:34","37","0","0","0","0","0"
"QX","09/26/2021","2200","N646QX","BOI","15:55","16:47","245","212","52","17:00","13","0","0","0","0","19"
"QX","09/26/2022","2584","N637QX","BOI","16:00","15:56","235","228","-4","16:18","22","0","0","0","0","0"
"QX","09/27/2021","2200","N639QX","BOI","15:55","15:51","245","224","-4","16:18","27","0","0","0","0","0"
"QX","09/27/2022","2584","N634QX","BOI","16:00","16:00","235","219","0","16:18","18","0","0","0","0","0"
"QX","09/28/2021","2200","N632QX","BOI","15:55","15:57","245","211","2","16:15","18","0","0","0","0","0"
"QX","09/28/2022","2584","N642QX","BOI","16:00","16:04","235","232","4","16:29","25","0","0","0","0","0"
"QX","09/29/2021","2200","N649QX","BOI","15:55","00:00","245","0","0","00:00","0","0","0","0","0","0"
"QX","09/29/2022","2584","N642QX","BOI","16:00","16:18","235","235","18","16:44","26","18","0","0","0","0"
"QX","09/30/2021","2200","N620QX","BOI","15:55","16:14","245","214","19","16:36","22","0","0","0","0","0"
"QX","09/30/2022","2584","N646QX","BOI","16:00","16:23","235","225","23","16:52","29","0","0","0","0","0"
"QX","10/01/2021","2200","N647QX","BOI","15:55","15:48","245","224","-7","16:10","22","0","0","0","0","0"
"QX","10/02/2021","2200","N641QX","BOI","15:55","15:53","245","303","-2","17:30","97","0","0","56","0","0"
"QX","10/02/2022","2584","N632QX","BOI","16:00","16:04","235","229","4","16:32","28","0","0","0","0","0"
"QX","10/03/2021","2200","N624QX","BOI","15:55","15:57","245","211","2","16:18","21","0","0","0","0","0"
"QX","10/03/2022","2584","N630QX","BOI","16:00","16:00","235","219","0","16:19","19","0","0","0","0","0"
"QX","10/04/2021","2200","N636QX","BOI","15:55","16:37","245","209","42","16:52","15","0","0","0","0","0"
"QX","10/05/2021","2200","N649QX","BOI","15:55","15:58","245","214","3","16:13","15","0","0","0","0","0"
"QX","10/06/2021","2200","N641QX","BOI","15:55","16:03","245","209","8","16:25","22","0","0","0","0","0"
"QX","10/06/2022","2584","N624QX","BOI","15:50","15:48","239","222","-2","16:04","16","0","0","0","0","0"
"QX","10/07/2021","2200","N631QX","BOI","16:05","16:10","235","229","5","16:42","32","0","0","0","0","0"
"QX","10/08/2021","2200","N626QX","BOI","16:05","16:06","235","0","1","17:36","90","0","0","0","0","0"
"QX","10/09/2021","2200","N639QX","BOI","16:05","15:58","235","227","-7","16:17","19","0","0","0","0","0"
"QX","10/09/2022","2584","N627QX","BOI","15:50","15:48","239","213","-2","16:00","12","0","0","0","0","0"
"QX","10/10/2021","2200","N636QX","BOI","16:05","16:02","235","246","-3","16:36","34","0","0","0","0","0"
"QX","10/10/2022","2584","N646QX","BOI","15:50","15:50","239","255","0","16:12","22","0","0","16","0","0"
"QX","10/11/2021","2200","N622QX","BOI","16:05","16:48","235","232","43","17:14","26","0","40","0","0","0"
"QX","10/13/2021","2200","N639QX","BOI","16:05","16:29","235","225","24","16:49","20","0","0","0","0","0"
"QX","10/13/2022","2584","N631QX","BOI","15:50","15:48","239","230","-2","16:09","21","0","0","0","0","0"
"QX","10/14/2021","2200","N631QX","BOI","16:05","16:10","235","219","5","16:25","15","0","0","0","0","0"
"QX","10/15/2021","2200","N634QX","BOI","16:05","16:14","235","237","9","16:39","25","0","0","0","0","0"
"QX","10/16/2021","2200","N630QX","BOI","16:05","16:04","235","224","-1","16:15","11","0","0","0","0","0"
"QX","10/16/2022","2584","N644QX","BOI","15:50","15:51","239","210","1","16:15","24","0","0","0","0","0"
"QX","10/17/2021","2200","N628QX","BOI","16:05","15:57","235","208","-8","16:15","18","0","0","0","0","0"
"QX","10/17/2022","2584","N647QX","BOI","15:50","15:46","239","204","-4","15:57","11","0","0","0","0","0"
"QX","10/18/2021","2200","N628QX","BOI","16:05","16:18","235","201","13","16:29","11","0","0","0","0","0"
"QX","10/20/2021","2200","N622QX","BOI","16:05","16:04","235","235","-1","16:38","34","0","0","0","0","0"
"QX","10/20/2022","2584","N622QX","BOI","15:50","15:50","239","213","0","16:08","18","0","0","0","0","0"
"QX","10/21/2021","2200","N650QX","BOI","16:05","16:05","235","232","0","16:26","21","0","0","0","0","0"
"QX","10/22/2021","2200","N633QX","BOI","16:05","15:57","235","229","-8","16:13","16","0","0","0","0","0"
"QX","10/23/2021","2200","N649QX","BOI","16:05","15:57","235","233","-8","16:15","18","0","0","0","0","0"
"QX","10/23/2022","2584","N629QX","BOI","15:50","15:52","239","241","2","16:28","36","0","0","0","0","0"
"QX","10/24/2021","2200","N646QX","BOI","16:05","16:15","235","270","10","17:06","51","0","10","35","0","0"
"QX","10/24/2022","2584","N627QX","BOI","15:50","15:46","239","239","-4","16:17","31","0","0","0","0","0"
"QX","10/25/2021","2200","N627QX","BOI","16:05","18:19","235","240","134","18:40","21","6","0","5","0","128"
"QX","10/27/2021","2200","N649QX","BOI","16:05","15:55","235","222","-10","16:11","16","0","0","0","0","0"
"QX","10/27/2022","2584","N631QX","BOI","15:50","15:55","239","225","5","16:17","22","0","0","0","0","0"
"QX","10/28/2021","2200","N632QX","BOI","16:05","15:59","235","227","-6","16:24","25","0","0","0","0","0"
"QX","10/29/2021","2200","N645QX","BOI","16:05","16:01","235","231","-4","16:31","30","0","0","0","0","0"
"QX","10/30/2021","2200","N623QX","BOI","16:05","15:58","235","234","-7","16:12","14","0","0","0","0","0"
"QX","10/30/2022","2584","N637QX","BOI","15:50","15:46","239","212","-4","16:07","21","0","0","0","0","0"
"QX","10/31/2021","2200","N642QX","BOI","16:05","16:04","235","249","-1","16:28","24","0","0","0","0","0"
"QX","10/31/2022","2584","N622QX","BOI","15:50","00:00","239","0","0","00:00","0","0","0","0","0","0"
"QX","11/01/2021","2200","N644QX","BOI","16:05","16:01","235","245","-4","16:15","14","0","0","0","0","0"
"QX","11/03/2021","2200","N648QX","BOI","16:05","16:02","235","224","-3","16:16","14","0","0","0","0","0"
"QX","11/04/2021","2200","N627QX","BOI","16:05","16:16","235","220","11","16:30","14","0","0","0","0","0"
"QX","11/05/2021","2200","N646QX","BOI","16:05","15:59","235","242","-6","16:24","25","0","0","0","0","0"
"QX","11/06/2021","2200","N649QX","BOI","16:05","16:39","235","246","34","16:54","15","8","0","11","0","26"
"QX","11/07/2021","2200","N651QX","BOI","16:05","16:02","235","240","-3","16:16","14","0","0","0","0","0"
"QX","11/08/2021","2200","N626QX","BOI","16:05","16:01","235","238","-4","16:14","13","0","0","0","0","0"
"QX","11/10/2021","2200","N632QX","BOI","16:05","16:05","235","238","0","16:30","25","0","0","0","0","0"
"QX","11/11/2021","2200","N628QX","BOI","16:05","16:03","235","231","-2","16:25","22","0","0","0","0","0"
"QX","11/12/2021","2200","N637QX","BOI","16:05","16:04","235","252","-1","16:48","44","0","0","16","0","0"
"QX","11/13/2021","2200","N650QX","BOI","16:05","16:02","235","239","-3","16:13","11","0","0","0","0","0"
"QX","11/14/2021","2200","N638QX","BOI","16:05","16:01","235","242","-4","16:21","20","0","0","0","0","0"
"QX","11/15/2021","2200","N641QX","BOI","16:05","16:26","235","230","21","16:44","18","16","0","0","0","0"
"QX","11/17/2021","2200","N635QX","BOI","16:05","16:00","235","236","-5","16:15","15","0","0","0","0","0"
"QX","11/18/2021","2200","N647QX","BOI","16:05","16:04","235","241","-1","16:18","14","0","0","0","0","0"
"QX","11/19/2021","2590","N639QX","BOI","15:50","15:48","235","235","-2","16:01","13","0","0","0","0","0"
"QX","11/20/2021","2590","N637QX","BOI","15:50","15:46","235","228","-4","16:04","18","0","0","0","0","0"
"QX","11/21/2021","2590","N650QX","BOI","15:50","17:21","235","223","91","17:33","12","79","0","0","0","0"
"QX","11/22/2021","2590","N647QX","BOI","15:50","15:52","235","220","2","16:09","17","0","0","0","0","0"
"QX","11/23/2021","2590","N626QX","BOI","15:50","15:55","235","235","5","16:13","18","0","0","0","0","0"
"QX","11/24/2021","2590","N648QX","BOI","15:50","15:44","235","221","-6","15:59","15","0","0","0","0","0"
"QX","11/26/2021","2590","N632QX","BOI","15:50","15:45","235","249","-5","16:11","26","0","0","0","0","0"
"QX","11/27/2021","2590","N649QX","BOI","15:50","15:47","235","230","-3","16:04","17","0","0","0","0","0"
"QX","11/28/2021","2590","N620QX","BOI","15:50","15:49","235","224","-1","16:00","11","0","0","0","0","0"
"QX","11/29/2021","2590","N633QX","BOI","15:50","15:49","235","245","-1","16:03","14","0","0","0","0","0"
"QX","11/30/2021","2590","N649QX","BOI","15:50","15:50","235","231","0","16:02","12","0","0","0","0","0"
"QX","12/01/2021","2200","N624QX","BOI","15:50","15:42","245","243","-8","16:08","26","0","0","0","0","0"
"QX","12/02/2021","2200","N649QX","BOI","15:50","15:42","245","249","-8","15:58","16","0","0","0","0","0"
"QX","12/03/2021","2200","N651QX","BOI","15:50","15:38","245","238","-12","15:54","16","0","0","0","0","0"
"QX","12/05/2021","2200","N637QX","BOI","15:50","15:49","245","257","-1","16:14","25","0","0","0","0","0"
"QX","12/06/2021","2200","N631QX","BOI","15:50","15:44","245","256","-6","16:02","18","0","0","0","0","0"
"QX","12/08/2021","2200","N649QX","BOI","15:50","15:42","245","236","-8","15:56","14","0","0","0","0","0"
"QX","12/09/2021","2200","N635QX","BOI","15:50","15:48","245","272","-2","16:05","17","0","0","25","0","0"
"QX","12/10/2021","2200","N639QX","BOI","15:50","16:03","245","236","13","16:26","23","0","0","0","0","0"
"QX","12/12/2021","2200","N638QX","BOI","15:50","15:46","245","257","-4","16:03","17","0","0","0","0","0"
"QX","12/13/2021","2200","N648QX","BOI","15:50","15:59","245","239","9","16:09","10","0","0","0","0","0"
"QX","12/15/2021","2200","N651QX","BOI","15:50","15:57","245","224","7","16:13","16","0","0","0","0","0"
"QX","12/16/2021","2534","N624QX","BOI","15:15","15:32","233","243","17","15:47","15","6","0","10","0","11"
"QX","12/17/2021","2534","N641QX","BOI","15:15","15:28","233","233","13","15:46","18","0","0","0","0","0"
"QX","12/19/2021","2534","N635QX","BOI","15:15","15:45","233","248","30","16:05","20","5","0","15","0","25"
"QX","12/20/2021","2534","N635QX","BOI","15:15","15:25","233","243","10","15:36","11","4","0","10","0","6"
"QX","12/22/2021","2534","N637QX","BOI","15:15","15:29","233","279","14","16:14","45","14","0","46","0","0"
"QX","12/23/2021","2534","N637QX","BOI","15:15","15:14","233","290","-1","15:32","18","0","0","56","0","0"
"QX","12/24/2021","2534","N642QX","BOI","15:15","17:00","233","246","105","17:11","11","105","0","13","0","0"
"QX","12/26/2021","2534","N637QX","BOI","15:15","15:22","233","255","7","15:41","19","7","0","22","0","0"
"QX","12/27/2021","2534","N648QX","BOI","15:15","00:00","233","0","0","00:00","0","0","0","0","0","0"
"QX","12/29/2021","2534","N648QX","BOI","15:15","17:44","233","233","149","18:03","19","4","0","0","0","145"
"QX","12/30/2021","2534","N648QX","BOI","15:15","17:57","233","248","162","18:14","17","15","0","15","0","147"
"QX","12/31/2021","2534","N639QX","BOI","15:15","16:43","233","252","88","17:03","20","0","0","19","0","88"